x,y,z
10.03037,2.46644,0.45298
-9.7988,9.0187,-5.29172
-6.81622,11.79066,10.76367
5.4676,9.44718,-7.31245
-6.07003,-4.37191,-5.85298
-7.02094,8.34294,-12.71381
-6.74656,-10.83266,12.05547
-10.74771,1.02089,-9.37077
12.40841,1.94465,10.71962
5.26655,-11.07977,11.67707
11.30983,-2.0746,5.65693
0.4224,6.04585,3.12174
-5.69019,11.34772,-10.12466
5.18646,-10.50825,-1.70691
3.92669,-0.37269,-10.52369
5.57316,4.49533,-1.64438
-2.00662,-5.96609,-11.90151
8.44152,-10.59886,-10.43957
12.8269,0.5439,3.13877
9.87841,8.91465,12.04206
-4.02395,5.65368,-12.16199
1.13887,12.06069,-1.52859
-10.03441,-0.12667,4.85148
-2.52306,11.81955,-4.66848
-9.87699,-9.26921,10.40727
11.87845,-8.33826,5.8102
-5.92113,-4.45445,1.8888
7.39788,12.52741,-0.78863
-4.09109,-7.80223,4.56938
-4.1105,-0.6381,11.60635
-9.12708,-6.14457,0.34285
0.48734,9.07959,12.76181
12.31382,-10.02624,-9.95984
8.4502,-9.20941,-2.70539
10.13645,-5.76748,11.41353
10.01014,-11.27478,-0.09521
4.37002,-4.72387,1.17626
-4.38405,-1.01177,5.32663
2.77781,-0.14339,-7.11036
-2.24063,8.43128,-10.92715
11.35054,6.84839,-10.80892
12.99157,6.09133,5.41644
-6.18104,8.32502,0.98308
6.41985,1.42285,-0.20955
-2.26422,-5.41557,2.24555
-7.76739,-6.33939,7.30136
-7.84756,3.42021,-5.04302
-4.83492,11.52126,7.55552
2.54826,2.95046,-2.86002
12.2345,6.69158,-1.54985
-4.31822,5.69915,-1.1844
6.67814,5.00468,8.84141
-0.58513,-10.00068,-11.22921
2.44772,3.28531,-6.23847
-1.99642,12.01881,4.43727
10.37242,-5.61551,0.3163
-9.11678,8.95529,10.48714
1.97773,-5.92687,3.40781
-1.58464,11.86707,9.37867
5.90392,-6.71387,3.49311
11.72964,-7.06905,-3.69483
11.35194,7.71442,8.3325
-10.60038,0.36526,-0.78348
9.58514,-12.76375,12.44471
-5.32351,11.08833,3.27875
3.91834,-12.65883,5.48371
-8.94939,-5.61563,3.94884
-1.76395,-2.38283,-12.546
-10.86261,3.33663,4.42417
-4.68255,-7.68205,8.49002
12.04067,2.60535,-8.44829
-1.01954,5.15125,-2.02081
9.06432,0.39875,7.7562
5.55953,2.34206,-8.19282
-3.79089,-8.72656,11.76731
-8.00681,1.41823,1.75622
-12.27665,-11.22048,1.66082
-7.66565,1.16342,-8.44779
-3.90624,9.78957,11.3545
-2.27118,5.03093,6.2574
-3.38411,2.93794,11.04711
1.33518,-0.30098,-3.97482
-10.98136,-4.82121,-10.73921
1.77608,9.49026,9.12799
0.54766,5.87331,-5.42449
-8.40382,-12.69255,4.99392
-11.04933,12.1649,10.7663
-4.39966,-11.43727,5.67806
-12.0311,6.87034,1.56839
-9.48053,0.16851,-4.61277
0.9318,8.50641,-0.03758
0.26663,-11.48699,5.67427
-0.22261,-6.11989,-8.15957
-6.79449,-3.10553,8.61377
-2.98623,0.73828,7.94826
4.94121,11.23161,9.04066
-5.54099,3.66397,8.19674
-1.1796,2.64546,-4.54108
-8.68677,6.50395,-7.63045
-10.48358,-11.56253,7.89882
-2.5878,1.08818,-1.95343
-0.53343,8.8033,-3.52428
7.77068,9.11299,8.81422
10.97532,-11.75676,4.01584
7.43999,-5.94126,-9.63131
1.19795,5.56295,6.8385
-8.76772,-2.52812,12.05683
-3.97238,-11.79253,10.08466
-0.39738,11.16105,-9.50993
4.03691,9.76604,-0.71061
-6.03068,-7.1507,-8.43801
10.68574,2.50703,4.76819
10.86093,-12.16955,7.56045
-5.99301,4.2283,-8.4322
7.87776,-3.87457,2.37514
8.53171,0.01179,-6.97802
2.62043,0.91392,12.06189
-11.41083,9.74618,7.10946
5.82268,2.97096,-12.04112
-8.36181,11.12975,1.71956
2.6511,12.15174,12.5628
6.80281,10.75326,12.28697
-12.37429,-6.20114,11.55476
-7.29987,4.06571,-0.59132
7.23507,-2.88926,-4.68208
1.9774,-7.05252,-11.62014
12.65424,-9.25702,9.85491
12.94657,-1.88888,-9.46766
10.19659,-3.75209,-7.62976
0.91201,6.63924,10.30828
-10.40648,-8.76367,-11.96506
7.08228,-11.52381,2.54905
7.9598,-2.80011,5.80004
-9.08576,-2.77686,1.30879
9.78343,-0.50579,11.51805
8.82143,-2.89005,9.22063
2.96674,-6.55026,7.37913
8.06226,-5.8047,-2.48565
-0.37506,-3.23577,5.25407
2.65882,6.41294,-11.99517
-6.39649,8.0611,8.10367
2.15033,-12.3979,8.59333
-3.94334,-1.6541,0.9096
-9.90661,6.80291,-1.96692
11.36612,9.70252,4.58131
10.33724,12.50261,-9.17148
-6.24102,-7.15326,-11.88359
4.3252,6.19064,-6.84477
-10.40085,-4.00959,9.19914
3.94893,-7.03326,-8.44056
4.47616,-3.86792,8.83929
-3.48713,6.37871,10.4685
3.57208,1.89018,8.47949
-10.14805,3.35461,-2.42803
-11.46076,12.87891,-9.44288
-12.47577,-7.88765,-0.28689
3.51523,11.97311,-8.30426
-9.09101,5.50985,1.90831
-8.33564,-3.5588,-2.66441
3.14458,-3.56289,-5.62943
0.17464,2.92264,10.12056
0.93503,-4.198,8.88513
-0.474,-2.52777,0.2048
9.40042,-3.48099,-11.69724
10.80208,-3.48433,-3.99676
-3.64592,9.17346,-2.43008
-5.90031,12.27698,-0.32301
1.57446,-10.97242,-3.04518
4.45975,9.70523,-10.87394
-6.29426,10.30012,-5.45745
-1.75999,9.10264,-6.95213
5.74714,-8.30716,-11.9188
5.8527,5.89232,-9.90771
4.88162,2.63443,2.95588
-7.18833,-10.80099,8.53812
-12.55259,-5.10251,2.78887
1.55265,-0.72627,6.75888
9.51366,9.10021,-7.28441
-7.93922,9.95839,-2.42269
12.50054,1.31882,-2.47965
0.05562,-11.61964,1.89374
-7.67595,-10.4046,-6.9329
-4.81922,1.64889,0.90694
3.20407,-9.02404,5.11381
12.97926,10.97252,1.16632
6.63197,-5.98505,11.25927
8.58622,6.99301,6.04691
-10.12359,-6.48418,-4.07022
7.21191,7.55395,0.15038
4.35615,7.82966,7.07481
-6.95649,0.52564,7.11377
-12.50834,8.713,10.90633
3.8956,12.02786,-3.68384
2.05861,-4.00472,12.49231
4.16359,-3.38274,5.15987
-0.67612,1.90581,-8.48114
-3.31077,6.59034,-5.28453
1.26876,-9.31957,-8.03999
-12.27366,3.44059,0.69208
-11.1389,-7.55662,7.50811
-6.65339,-12.51524,-3.8904
-4.88334,-9.80434,-1.79064
-1.4209,5.58351,-8.58848
-8.68392,10.1241,-8.59202
2.35656,-11.76185,-10.74777
-7.69751,3.7942,5.01138
-4.34935,-2.70719,-2.67563
2.48634,9.09955,-5.45118
-1.83808,0.61419,2.83714
9.8414,9.70781,-0.98946
5.31516,10.68651,2.52055
-1.69641,-11.57188,-1.79522
-10.82804,2.6975,-6.46267
-0.54755,-7.54952,10.90686
-11.07589,-9.8848,4.54336
11.55714,-5.36572,7.79602
-5.10123,-4.18228,12.2694
-5.21676,7.84085,-8.2433
5.40975,0.86292,-3.99667
5.86159,12.98118,-11.30353
5.39602,0.10129,5.53675
-4.4474,3.39227,-4.34306
3.6338,4.2594,11.00315
4.82158,4.22171,6.13353
6.28083,-2.64319,-1.04692
8.33848,0.50528,2.93784
5.12874,-9.72424,7.81875
7.91752,0.18242,-10.5525
-7.09637,-2.83289,4.76622
3.08582,6.53131,-2.94847
-6.72595,-0.38436,-1.42113
0.13717,-2.09194,-9.67459
-9.60672,-12.76841,-1.18605
5.19594,-10.36434,-8.92189
12.2894,10.89963,-11.902
-5.25119,-7.71189,1.05868
7.68775,-6.84449,-6.06722
-3.59198,-10.25091,-4.92854
-0.15398,8.98493,6.18285
-11.47101,4.9477,-9.1931
5.82285,-3.04302,-7.94566
11.87956,-7.46092,-7.19706
-3.46206,-3.36502,9.22882
2.04012,3.29634,-10.09119
8.53905,-8.36056,9.32538
2.87041,-2.70329,-1.91995
11.24221,11.10903,9.71002
1.11384,10.68441,2.94841
-2.47009,-6.18415,-1.83277
2.82868,-4.16464,-9.62977
-3.68059,-0.30268,-9.42247
-9.15297,-1.88567,-7.94714
5.31454,-1.27858,2.21063
10.39085,-10.62546,-5.40373
-0.74393,-11.44256,11.44482
-3.15759,-4.29582,-9.0955
11.7785,-5.98279,-10.3091
11.02486,3.27981,-5.04421
12.55615,-2.01708,9.32476
10.12339,3.68171,7.96343
-3.98889,-4.65651,6.15103
-0.05527,-12.86558,-6.59988
-0.37847,-8.44732,3.84737
8.8915,3.89322,-10.35397
11.90124,-12.80857,-2.76767
-11.75781,-9.67693,-3.18677
-9.35279,6.4245,6.77333
-1.19357,-6.60929,6.99538
-10.60024,0.06346,9.94728
0.70977,-7.25401,-3.17549
8.96073,0.26531,-2.6503
2.1001,8.17872,-9.18086
7.99597,-8.80756,5.61776
-0.13244,2.1909,0.14985
12.11885,-0.61769,-6.14514
-1.83719,11.36835,0.19213
4.52629,-6.33474,-2.28022
10.47652,7.28277,2.06525
7.872,8.76842,-10.54128
10.36446,5.0186,11.67054
-8.68204,12.20266,-11.99519
8.45435,4.5223,2.93976
7.51599,-8.44307,0.7267
-8.89792,-6.22692,11.55972
-0.68297,-0.42882,10.64195
-4.13725,2.52938,5.09841
