x,y,z
5.97191,9.82872,-7.61021
-5.78127,-2.57416,-6.45445
-6.02388,8.93172,-12.07867
-7.27994,-10.51031,12.63039
-10.8117,1.05526,-9.47305
-12.68293,1.61856,9.73119
5.39891,-11.5879,11.57539
11.50889,-2.62553,4.95719
-1.03473,5.5726,2.39595
-5.0816,11.53271,-9.17357
6.36558,-9.99443,-2.22989
3.13914,-0.79691,-11.34579
4.99735,5.08958,-1.07222
-1.16014,-6.94071,-11.1836
8.62436,-9.45224,-8.89881
-11.81764,-0.25838,2.95134
9.42163,8.75135,11.9178
-4.10783,5.31251,-11.37503
0.95362,12.14855,-0.99949
-10.21585,-0.34698,6.09036
-3.37501,12.6448,-2.8725
-9.93502,-9.01536,10.42816
11.85101,-8.22657,6.26212
-6.13918,-5.05138,3.00292
6.74614,12.67066,-1.33908
-4.52541,-8.01544,4.26977
-3.64953,-0.79266,12.52851
-8.45058,-5.04481,0.47937
-0.80308,10.73175,11.57103
12.29974,-10.00679,-10.4626
10.09386,-9.36684,-2.57931
9.9369,-4.48255,11.44775
9.74141,-12.27484,-0.00827
4.44951,-4.87037,0.61975
-5.65299,-1.75863,4.41768
3.38687,-0.94493,-7.73714
-1.60207,8.69517,-10.79021
11.94947,6.90772,-11.53071
12.61117,6.4563,5.28967
-7.0735,8.55993,0.48403
7.10263,2.1491,-0.96272
-2.47012,-4.67331,3.23786
-7.21214,-6.07097,8.88709
-7.93201,3.52425,-5.33537
-5.33135,11.1494,6.24096
1.71159,3.39302,-2.61715
12.0016,5.43282,-3.06518
-4.25748,5.91367,-1.12195
6.73133,5.35978,7.74151
-0.97006,-11.22227,-10.23302
2.64542,2.95759,-5.94808
-1.89252,11.67279,4.31771
11.01062,-5.74408,-0.18265
-9.55927,8.58876,10.71653
1.32787,-5.69092,4.11273
-1.3838,10.14223,7.89273
5.49605,-7.0756,3.33703
12.72684,-7.37951,-4.60993
11.09279,7.67463,8.41329
-10.49146,-0.03201,-0.87958
10.10544,-11.77298,-12.52683
-5.75736,11.26329,2.71699
3.92387,-12.77291,4.63682
-9.26676,-6.72538,3.90511
-1.17219,-3.30002,12.51593
-11.48132,3.02958,4.46151
-4.83286,-9.19407,8.30633
10.86613,1.65558,-9.80289
-0.84943,5.9027,-2.16021
8.51559,0.05781,7.74104
5.61752,3.09189,-8.40363
-3.3986,-9.4318,11.61846
-7.72282,1.47089,2.5461
-11.81756,-11.41685,0.69643
-7.83557,0.39799,-7.67687
-3.67589,8.88812,11.09085
-1.03196,4.99793,5.98024
-3.52849,2.92589,12.12619
1.2159,-0.27987,-4.87478
-10.49288,-4.56512,-10.70993
2.18151,10.37549,6.96023
0.32706,6.17492,-5.48669
-8.22532,-12.73999,5.15645
-10.69703,12.36946,10.27512
-4.64599,-11.65238,5.66686
-12.21337,8.21116,2.24576
-9.16095,0.20621,-4.11877
0.76115,8.32924,0.05461
-0.13223,-12.32917,7.26968
0.65103,-6.82911,-7.56249
-6.55167,-2.3658,10.42927
-3.50029,0.14611,8.66553
5.11089,11.95833,8.27598
-4.47091,3.70766,7.93631
-1.15921,2.63099,-4.72765
-9.70366,6.30615,-7.39335
-11.84749,-10.6936,7.68006
-2.76808,0.35866,-2.46763
-1.00586,9.93717,-3.06673
7.3699,9.00867,8.54699
10.49924,-12.38225,3.38128
8.16509,-5.9602,-10.30608
2.47181,5.09123,8.23357
-9.10608,-1.78243,-12.7717
-3.21247,-12.5095,9.31015
0.93543,11.21605,-10.9619
3.97327,10.37797,-1.66915
-5.62112,-6.71486,-7.01595
9.7396,3.62831,3.7583
10.35824,-11.36948,7.81852
-5.43502,3.95218,-8.24836
8.76522,-4.15205,2.1329
7.01991,0.13877,-6.28211
2.52461,1.89695,11.36787
-11.94897,10.15868,7.76532
5.89421,3.01254,-11.93128
-9.80558,10.98309,1.67924
2.74392,11.15692,11.25682
6.41479,10.71703,12.14481
-12.25358,-6.52888,11.91001
-7.50228,4.11171,-0.80062
5.319,-4.00549,-5.59469
2.45281,-7.70698,-10.59598
11.91987,-8.52872,9.6557
12.739,-1.57077,-9.6549
8.69423,-3.33704,-7.34107
0.83823,8.11525,9.96836
-9.66489,-8.97588,-11.10976
6.99561,-11.87414,2.50035
7.94467,-2.11284,5.185
-8.8296,-2.22227,2.75441
9.66095,-0.96033,11.69161
7.86972,-3.95805,8.50775
2.46432,-8.77418,7.58238
7.39266,-5.04853,-2.08208
-1.72805,-2.34917,6.23584
2.827,6.49411,-12.297
-6.43334,7.85621,8.62878
2.67061,-11.64283,9.35983
-4.58912,-2.89536,0.48188
-10.0534,7.07251,-1.14275
11.71345,10.30824,4.96099
10.26794,-12.72744,-8.84534
-6.06102,-7.45704,-11.06065
4.54327,6.56789,-5.93761
-10.81394,-3.86402,8.88536
5.16602,-6.00941,-8.86477
4.06377,-5.32655,9.27282
-2.18227,6.38891,9.22262
5.45649,1.40721,8.18703
-10.60709,3.5899,-2.79805
-12.05332,12.61337,-9.65027
-11.95221,-7.84709,-0.1217
3.36285,12.4474,-8.19165
-9.65608,5.55647,2.74146
-8.51201,-2.81398,-2.34278
1.34278,-3.7017,-5.8345
-0.73956,2.99299,8.91773
0.48758,-3.80253,8.62832
-0.00012,-1.87937,0.40442
9.52679,-2.84176,-11.01248
10.77948,-4.32795,-3.6277
-4.68158,9.02188,-2.25415
-6.05406,11.88894,-0.80456
1.91406,-10.45296,-2.60252
4.10349,10.01701,-11.22673
-5.59974,10.50295,-5.37271
-1.24652,10.24232,-7.69197
5.84349,-9.19195,-11.71835
5.33807,6.72406,-9.48982
4.68496,1.72816,1.95141
-7.81138,-11.92362,8.61936
-12.78014,-5.3954,2.83846
2.39575,-0.32502,7.44443
9.65522,10.29622,-7.36942
-8.32696,9.99525,-2.77947
12.64428,1.74515,-3.25917
0.38776,-12.15946,2.74033
-7.61264,-10.39617,-7.17054
-4.39998,2.0585,0.92268
2.92433,-9.26733,3.90969
12.36317,11.04437,1.2941
7.20422,-6.5729,10.88083
8.10595,7.64225,4.70228
-10.94361,-5.73988,-2.79411
6.89176,8.46215,0.4155
4.86808,8.38285,6.15877
-6.57843,0.71034,6.40019
-12.4954,9.655,11.90604
4.66873,-12.27521,-4.36958
2.31026,-5.20567,12.12575
4.63818,-3.09278,6.0865
-0.238,2.36224,-8.08872
-2.76062,8.08233,-5.41869
1.20249,-10.47264,-7.58166
-11.83958,2.86179,0.46159
-11.17853,-7.1033,7.62734
-6.65078,-11.6723,-3.66336
-4.2279,-8.92719,-2.16052
-1.99812,5.53526,-8.27115
-9.50454,10.04418,-8.40943
2.76343,-11.89601,-11.72236
-7.30615,3.94345,4.96533
-4.78661,-2.70913,-3.07851
2.44501,10.06591,-5.27427
-1.82047,-0.38549,3.40663
10.85378,8.60805,-0.77752
5.50224,10.32997,3.28076
-1.31158,-10.73852,-0.94986
-11.33664,2.96123,-6.28678
-0.04212,-7.75033,10.565
-11.62775,-9.65177,4.10133
11.87845,-5.07493,7.93356
-4.69864,-4.93837,-12.74046
-5.42291,8.11852,-8.28252
4.57872,-0.78887,-3.84167
7.12406,12.88861,-10.38904
7.24085,1.26173,4.79637
-4.26906,4.89333,-4.77678
4.94363,4.70958,11.00299
4.31098,4.09208,5.31972
6.11555,-2.04707,-0.69103
8.23583,0.16815,1.77788
6.05167,-10.92038,6.88502
7.72491,0.35091,-10.68342
-8.15979,-3.70274,6.08792
2.42983,7.29683,-2.9243
-6.4439,-0.32402,-1.03977
-0.57499,-2.20324,-8.28995
-9.4849,12.99444,-1.84475
5.09304,-10.26943,-8.55683
11.09569,10.77016,-11.49611
-5.87687,-7.82091,0.9129
8.50883,-6.81974,-5.43418
-1.72001,-9.84604,-4.65854
1.33239,7.51305,4.85588
-12.25123,4.3308,-9.92582
5.78674,-2.58993,-9.36262
11.66591,-8.14982,-7.70124
-3.35016,-3.59034,9.3783
1.79977,2.94955,-11.24801
8.36601,-9.20287,9.19272
2.44369,-3.36732,-2.27564
10.95354,10.92231,9.23922
2.02209,10.46125,2.69315
-2.88864,-5.61038,-0.73281
2.23938,-4.07767,-9.8076
-3.35891,0.00955,-9.29037
-10.03119,-2.72202,-7.77451
5.37162,-2.08365,2.73305
11.23415,-11.20997,-5.60543
-0.1181,-11.02305,11.94213
-2.98312,-4.95831,-8.42944
12.54447,-6.17887,-10.69721
10.64779,2.94366,-6.22586
11.87362,-1.79934,8.98822
11.46605,4.09798,7.88209
-4.6965,-5.0615,6.20251
0.30665,12.86485,-4.63512
-0.74097,-9.20181,4.96958
9.18811,5.01421,-9.79137
11.50728,12.56856,-2.50701
-12.0725,-10.72031,-3.7614
-9.5893,6.2321,6.56877
-1.45659,-6.58274,7.34189
-10.00854,-0.71682,9.63667
0.28009,-6.69931,-3.15033
9.04669,-0.26897,-3.19506
1.80596,8.04513,-9.09061
8.35399,-9.34998,4.98987
-0.5748,1.95601,0.98344
11.71796,-0.4041,-6.30321
-2.40541,11.64245,0.34951
4.23583,-6.93861,-2.4633
10.49464,6.37694,1.89436
8.40531,8.61443,-10.69211
11.85123,3.68144,12.4923
-8.38863,12.53715,-11.18888
7.4625,4.74393,1.46737
7.37613,-8.00319,0.4797
-8.64382,-5.78297,12.85777
-0.08795,-0.3206,10.08799
-3.17529,2.18179,4.90842
