x,y,z
5.27558,-7.27538,-7.97778
3.48824,-5.44606,10.08372
-1.80794,5.07652,9.39651
3.95254,1.08857,7.30047
-8.06295,4.24398,-3.47033
-10.96095,-12.49797,-7.95426
-11.47654,-7.44431,-0.48052
2.57746,10.88836,-8.31351
-9.76184,6.44237,2.57003
-7.79068,-2.63853,-3.02916
1.77125,-1.83523,-5.87447
-2.36208,0.84796,8.04238
0.39163,-3.54912,10.10194
1.45008,-3.47757,0.5836
9.08848,-2.72272,-10.47576
10.91238,-3.28594,-4.42055
-4.36267,9.22733,-1.21465
-6.26772,12.3424,0.88938
2.6508,-9.60509,-2.12167
4.01989,10.44691,-11.29885
-4.60785,11.34007,-4.912
-1.3162,11.45533,-7.67885
5.28308,-9.09061,-11.14335
4.90979,6.47932,-9.56698
5.02304,1.30296,3.26263
-6.33813,12.96406,8.07405
12.36793,-5.77245,3.00431
0.9202,-1.00612,7.63869
10.21671,9.64077,-9.00904
-7.49373,10.38736,-3.48103
-11.5402,2.17941,-3.72315
-0.61626,-12.91585,3.59562
-6.77057,-12.02596,-8.38105
-4.9027,1.37727,0.9573
3.49435,-8.81331,4.31532
12.17918,11.26079,1.82349
7.01035,-7.45038,10.80661
7.18829,5.70324,4.317
-9.38419,-6.04325,-3.67103
5.65747,8.94344,0.57765
6.10187,9.23932,5.46292
-8.34547,1.18382,7.19821
-11.98162,-12.27504,-11.57096
3.72451,-11.80434,-4.84863
1.40765,-5.97446,-12.62881
3.69301,-3.59134,6.95143
0.19198,1.26018,-7.74584
-2.36401,7.69922,-5.19633
0.53418,-11.50773,-6.538
-11.97478,3.95889,1.85289
-9.94236,-5.97684,7.25588
-6.69271,-10.94705,-3.74852
-3.65757,-8.60273,-3.99062
-3.5987,4.8358,-7.4695
-8.83972,10.38708,-6.97864
2.53502,-12.49944,12.95602
-7.78873,4.74462,5.60521
-3.41523,-1.88195,-2.056
0.78283,9.25386,-5.59865
-2.64974,-2.53402,1.93572
10.53209,9.30732,-1.46464
5.54954,11.72311,2.41704
-1.45644,-8.22205,-0.94128
-12.96407,0.9729,-7.36819
-1.14524,-6.91776,10.8423
-10.86409,-8.95273,3.20198
10.78846,-5.58414,8.57667
-4.62917,-6.16456,-11.73449
-5.58416,8.11232,-7.24676
4.65151,-0.25127,-3.95904
7.04353,12.53966,-10.92313
7.68541,1.97787,5.48105
-5.2498,5.96268,-4.27074
4.42587,4.41166,9.90296
3.36989,4.77697,5.88168
6.71588,-0.9618,-1.04403
8.54769,0.50971,1.82922
6.56401,-10.63592,8.66401
5.70048,-0.54913,-12.63737
-8.06578,-2.72217,6.60445
2.24221,8.22068,-2.21225
-6.17822,0.45534,-2.15577
-0.51517,-1.45089,-10.65064
-8.75135,-11.26036,-0.60773
4.05745,-12.13986,-9.09574
10.68288,11.56036,-12.29616
-4.99032,-6.73504,0.5986
8.43856,-8.23872,-4.95001
0.02123,-8.55157,-4.63555
0.16888,6.56459,3.87698
-12.90754,3.46999,-11.39924
6.0318,-3.94811,-9.32065
11.21425,-7.17701,-7.39659
-3.97463,-2.41706,10.2915
2.44672,4.03569,-8.85102
9.77272,-9.3643,8.48479
3.23268,-3.10308,-2.43761
12.56858,10.88453,10.23841
1.14677,9.83882,2.01346
-1.73169,-4.88284,-0.79133
2.42332,-3.00896,-9.22461
-3.07227,0.6437,-8.92002
-8.6901,-3.63451,-6.33676
4.89501,-2.34014,2.18808
10.94228,-11.17311,-4.63959
-0.52232,-10.56535,12.25124
-2.53256,-4.29235,-8.47944
11.68404,-5.53872,-10.83401
10.08639,4.14911,-7.17674
12.32887,-1.24572,9.40883
10.47224,4.71943,6.44847
-4.18154,-4.4713,6.66637
-0.73458,-12.27663,-3.02878
1.02268,-10.45726,6.34745
9.14751,5.84747,-10.20316
-12.52451,-12.98505,-1.83959
-12.17457,-9.49986,-3.06146
-10.02935,6.33854,7.48012
-1.95632,-8.55031,7.70248
-9.18963,-1.30931,9.83216
1.28787,-6.0406,-2.91782
9.34291,0.3854,-3.72052
1.82289,7.53535,-8.5259
7.82195,-8.85534,4.7166
-0.64033,0.60235,1.99804
10.27705,-0.51735,-7.93563
-2.56435,11.38446,1.0741
5.33746,-7.11651,-3.15702
9.028,6.12149,0.43993
7.24922,8.73385,-11.52007
10.70812,3.57177,11.75067
-8.29143,11.69569,-10.70497
6.24676,4.08873,1.16988
8.50932,-6.16997,-0.75532
-7.82706,-7.55802,-12.88219
-0.82451,-0.36651,11.17312
-3.05121,1.35861,4.2161
