x,y,z
10.78693,-6.83844,-6.61767
-3.58395,-2.32323,9.63926
3.13055,4.27372,-8.18948
9.29037,-8.03635,8.97012
3.53664,-3.03215,-2.92019
11.96493,10.65401,10.63544
2.4438,10.55746,1.74484
-2.43352,-5.55085,-1.82035
2.09896,-4.0288,-10.08308
-3.10561,1.04628,-8.58139
-8.23878,-2.64297,-8.08123
5.42035,-1.83089,2.4245
10.34574,-10.29629,-5.65832
-0.62655,-10.17531,11.65692
-1.56761,-4.17559,-8.51562
12.39676,-5.51585,-10.46525
11.34497,3.90275,-5.93939
12.82178,-1.18716,8.88892
9.97589,4.95129,5.78231
-4.57743,-4.21195,6.97865
-0.81168,-12.66691,-4.91725
0.21432,-10.42212,6.54196
10.37965,4.13539,-9.85011
-12.46094,12.60306,-2.56956
12.65709,-9.67653,-2.7238
-10.64456,7.33469,7.43262
-2.8713,-9.16919,7.82248
-10.47689,-2.69753,10.6935
1.09916,-5.83034,-2.85481
10.92828,0.11422,-3.99597
0.60935,8.1374,-8.17314
7.82207,-9.27058,5.26145
-0.469,0.02401,1.74382
9.84314,-0.59267,-7.54834
-2.2456,11.25475,2.33081
4.85062,-6.26969,-3.1394
8.82682,7.96917,-1.01043
7.69806,8.87309,-11.64728
10.81331,3.33523,11.3182
-8.63344,11.81319,-11.19584
5.85355,5.25525,2.12524
7.73824,-6.50378,-0.99628
-8.14796,-7.21493,12.98652
-0.58683,-0.79405,10.62095
-3.13417,0.6742,4.24065
