x,y,z
-6.691803,2.19703,-6.73038
7.214302,6.873699,-4.504299
-7.647701,-6.18123,3.8285
-1.906494,0.757424,-5.559299
5.521301,8.7204,3.7603
7.9303,-6.102802,-5.56185
4.9345,5.2962,-3.642799
0.741767,-4.99593,-5.965202
-3.1987,-0.214203,-7.783099
0.0051,2.89215,-5.63556
6.4616,-7.844799,-7.827999
0.6367,-0.398899,-2.102701
-5.98187,-0.482554,-1.969398
-7.357401,3.432699,3.7672
-1.29084,8.3292,4.904202
4.602001,4.134098,8.47861
3.4491,8.462101,0.400101
8.1716,-1.402397,-4.217199
2.897697,8.82792,8.39747
5.47128,-0.597,9.18671
3.009598,4.0735,2.998199
2.6557,7.863099,-5.464302
-2.34663,-3.5462,-9.178101
2.27429,-4.8563,-1.964798
-8.964998,-1.34522,8.290199
9.29402,5.59261,-2.997601
-6.498798,-1.1182,-5.56656
7.665099,9.260698,5.24449
-7.39048,0.709428,4.7099
-3.242901,-0.479799,-3.45965
-0.767,-7.687799,-1.86068
3.50494,-3.5506,2.0784
-4.04808,-2.10289,-5.22853
-4.629899,7.828201,-0.778603
-1.617699,7.473399,0.307522
2.26009,9.27802,2.55545
3.694699,-5.81359,-9.060649
8.213599,7.276598,-0.641197
2.661198,-1.16067,2.96084
-3.266401,-5.80298,-7.837699
5.1563,4.50175,-0.554362
0.960535,-3.85675,0.228498
0.079903,-1.686703,3.29348
3.833199,2.5714,0.858283
6.466799,-3.796999,-5.903099
-6.72113,-8.0181,-8.949499
6.29855,5.91634,5.562199
8.74028,1.38218,8.4745
-7.174999,0.8659,7.544901
-3.6563,7.715599,-3.64613
-6.011299,6.85723,-7.32601
-5.3882,-9.19291,7.149599
-4.56756,2.138599,8.12122
-2.594999,-5.95565,-3.2715
-1.004599,3.585099,5.684401
4.49355,-5.880901,-5.875999
-3.43574,4.070899,6.636099
-0.091,7.2649,2.670998
1.869101,-1.48153,0.127263
8.315401,-2.8284,-7.79297
3.564301,6.526598,4.3097
-1.69851,3.5483,-2.079399
-1.457302,5.9471,-8.9093
-7.17515,7.10002,5.70918
-1.2897,-2.0951,-6.9863
-4.606197,-4.997898,-0.250599
9.13085,-8.453899,0.3335
7.408899,-0.238901,-7.185501
-7.9113,-7.92491,5.91354
-4.45743,1.32603,2.81809
-6.252899,-8.51922,-0.885
-2.6724,5.07257,-4.1952
-4.21876,-2.549601,6.08071
4.23169,-0.483882,-1.208302
8.6022,2.5068,0.6581
0.497301,-6.130299,7.47884
7.864799,3.995099,7.643099
0.657799,2.3713,-2.042299
-6.710199,4.80933,-4.263599
-7.04671,7.722498,-4.544001
-6.472,-8.69819,-6.26834
2.74731,3.019699,-5.1859
-1.250099,8.211395,-2.131599
-4.393899,8.363999,-9.0093
4.024101,2.68993,-7.62608
7.7639,4.407499,2.367001
3.1269,1.48193,-2.79099
-9.156929,4.82026,-6.330799
3.025002,6.15377,7.292299
7.76948,-2.0378,-1.472099
5.189301,-7.6917,-1.792702
1.2066,-7.311399,1.3545
-3.12862,4.742499,2.999
-3.381001,-7.33035,8.205099
1.209103,2.161999,0.613046
-3.77774,-8.39929,-6.874499
-3.4277,-0.2771,7.489699
-0.4254,-2.232201,-4.0569
7.5435,1.14801,-4.75316
8.9974,7.03362,4.31603
4.9934,-5.814699,1.796801
-6.1696,-4.587799,-7.532898
-4.28785,6.9442,1.744701
2.56896,0.887499,5.201101
2.135,-2.9885,-4.432598
-8.3657,9.3004,-2.473
3.388299,-6.7036,-0.174625
-7.585699,-4.4963,8.869749
-5.556799,-4.000603,-3.94664
3.5553,5.586499,-6.055798
6.159599,-7.173599,6.4675
2.61685,-1.683701,7.030299
-0.591501,0.8377,-9.19858
3.67027,0.009699,-7.63367
6.98632,1.0508,4.07796
5.44122,3.691799,4.205099
-5.01705,-6.582899,-2.317501
0.4627,8.059999,7.1094
-4.757601,1.73167,-4.66806
-1.534203,1.037701,5.896801
6.346201,-0.239101,6.59646
-6.329599,6.73215,8.22786
-5.0062,-1.503601,3.66519
-2.32976,-3.125,-2.160398
-1.3158,-8.978699,8.43881
7.41131,-4.9176,6.513
6.54077,-3.207203,4.4997
-7.24943,-7.993699,1.573
-0.9951,-4.04564,7.169498
-4.01251,7.751598,5.4522
-0.559336,4.4774,3.3046
7.7449,-3.713997,2.087601
-4.54422,-5.04359,3.952299
0.719296,-7.510698,-4.63665
4.228601,-2.28126,-6.075701
-1.46747,-9.22797,-5.25096
0.878002,2.254301,3.43697
1.186199,4.065403,7.15253
-2.573597,-2.653,0.476
